代码, 中文
Waist_Bag_Small_01, 腰包(小·1)
Waist_Bag_Small_02, 腰包(小·2)
Waist_Bag_Small_03, 腰包(小·3)

### 眼镜/配饰 (Glasses & Accessories) ###
Binoculars, 双筒望远镜
Compass, 指南针
Compass_Advanced, 高级指南针
Compass_Basic, 基础指南针
Compass_Primitive, 原始指南针
Geek_Goggels, 极客护目镜
Improvised_compass, 简易指南针
Military_Goggles_01, 军用护目镜(1)
Motorcycle_Glasses_01, 机车眼镜(1)
Motorcycle_Glasses_02, 机车眼镜(2)
Night_Vision_Goggles_01, 夜视仪(1)
Party_Glasses_01, 派对眼镜(1)
Party_Glasses_02, 派对眼镜(2)
Pilot_Glasses, 飞行员眼镜
Pirate_EyePatch, 海盗眼罩
Round_Sunglasses, 圆框墨镜
Safety_Goggles, 安全护目镜
Tactical_Sunglasses_01, 战术墨镜(1)
Tactical_Sunglasses_02, 战术墨镜(2)

### 工具/设备 (Tools & Equipment) ###
Aeroplane_Repair_Kit, 飞机维修包
Air_Pump, 气泵
AnimalBaitFeederItem, 动物诱饵器
AnimalBaitFeederItem_HunterVariant, 动物诱饵器(猎人版)
Battery_Charger_Large, 大型电池充电器
Battery_Charger_Medium, 中型电池充电器
Battery_Charger_Small, 小型电池充电器
BCU_Chip, BCU芯片
BCULock_Item, BCU锁
Bedroll, 睡袋
Belt_Pistol_Holster, 腰带手枪套
Bone_Needle, 骨针
Book_Cooking_BBQ, 烹饪书(烧烤)
Book_Cooking_Cake, 烹饪书(蛋糕)
Book_Cooking_Casseroles, 烹饪书(砂锅)
Book_Cooking_Drinks, 烹饪书(饮品)
Book_Cooking_Pasta, 烹饪书(意面)
Book_Cooking_Pizza, 烹饪书(披萨)
Book_Cooking_Rice, 烹饪书(米饭)
Book_Cooking_Soup, 烹饪书(汤)
Book_Cooking_Stew, 烹饪书(炖菜)
BoomBox_01, 音箱(1)
Breathing_Tube_01, 呼吸管(1)
Camera_Lens, 相机镜头
CanOpener, 开罐器
Car_Battery_Cables, 汽车电瓶线
Car_Jack, 千斤顶
Car_Radio_Item, 车载收音机
Car_Repair_Kit, 汽车维修包
CD_Player, CD播放器
Chainsaw, 电锯
Cleaning Kit, 清洁工具包
Crutch, 拐杖
Diary, 日记本
Disposable_Mask, 一次性口罩
Diving_Mask, 潜水镜
Diving_Mask_With_Breathing_Tube, 潜水镜(带呼吸管)
Drill, 电钻
Duct_Tape, 布基胶带
Electrician_Tools, 电工工具
ElectricityGenerator, 发电机
ElectricityGenerator_Small, 小型发电机
Electrical_Repair_Kit, 电气维修包
Fire_Hand_Drill_new, 手钻(取火)
Fireworks_Big, 大烟花
Fireworks_Small, 小烟花
Flint_And_Steel, 燧石与钢
GasLantern, 煤气灯
Geiger_Counter_Analogue, 模拟盖革计数器
Geiger_Counter_Improvised, 简易盖革计数器
GlassBottle01, 玻璃瓶(1)
GlassBottle02, 玻璃瓶(2)
GlassBottle03, 玻璃瓶(3)
GlassBottle04, 玻璃瓶(4)
GrillGrid, 烤架
Grinding_Stone_02, 磨石(2)
Guitar, 吉他
Hand_Fan_01, 手扇(1)
Harmonica, 口琴
Hip_Flask, 扁酒壶
Hose, 软管
Improvised_Plant_rope, 植物纤维绳
Improvised_rope, 简易绳索
Improvised_Sewing_kit, 简易针线包
Improvised_Tire_Repair_Kit, 简易轮胎维修包
Improvised_Tool_Box, 简易工具箱
Improvised_Workbench, 简易工作台
ImprovisedFlashlight, 简易手电筒
ImprovisedGrillGrid, 简易烤架
ImprovisedMetalDetector, 简易金属探测器
ImprovisedSmallPaddle, 简易小桨
Lighter, 打火机
Lockpick_Item, 开锁器
Lockpick_Advanced_Item, 高级开锁器
Long_Paddle, 长桨
Matches, 火柴
MetalDetector, 金属探测器
Mobile_Phone, 手机
Oven_Brick, 砖炉
Pan, 平底锅
Paper, 纸
Parachute, 降落伞
Pen, 笔
PETBottle01, 塑料瓶(1)
PETBottle02, 塑料瓶(2)
PETBottle03, 塑料瓶(3)
PETBottle04, 塑料瓶(4)
Portable_Electric_Stove, 便携电炉
Portable_Gas_Stove, 便携煤气炉
PortableWorkLight, 便携工作灯
Pot1, 锅(1)
Radio, 收音机
Razor_Blade, 剃须刀片
Rebar_Cutter, 钢筋剪
Rope1, 绳索
Saw, 锯子
Scissors_01, 剪刀(1)
Scissors_Plastic, 塑料剪刀
Screwdriver, 螺丝刀
Screwdriver_Small, 小螺丝刀
Sewing_kit, 针线包
Short_Paddle_A, 短桨A
Short_Paddle_B, 短桨B
Skewer, 烤串签
Skewer_02, 烤串签(2)
Sledgehammer, 大锤
Smartphone_Battery, 智能手机电池
Smoker, 烟熏器
Spoon, 勺子
Spon, 勺子
Steel_Fork, 钢叉
Super_Glue, 强力胶
Thermometer, 温度计
Thread, 线
Tinder, 火绒
Tire_Repair_Kit, 轮胎维修包
Tool_Box, 工具箱
Tool_Box_Small, 小工具箱
Torch, 火把
Water_Bucket, 水桶
Watering_Can, 浇水壶
Wire_Cutters_01, 钢丝钳(1)
Wooden_Fork, 木叉
Wooden_Spoon, 木勺

### 材料/零件 (Materials & Parts) ###
Animal_skin, 动物皮
Anode_Plate, 阳极板
Barbed_Wire, 铁丝网
Batteries, 电池
Big_Animal_Fat, 大型动物脂肪
Big_Animal_guts, 大型动物内脏
Blast_Cap, 雷管
Bolts, 螺栓
Bolts_Package_Box, 螺栓盒
Bone, 骨头
Brick, 砖块
Bundle_Of_Bobby_Pins, 发卡束
Bundle_Of_Bricks, 砖块束
Bundle_Of_Improvised_Lockpicks, 简易开锁器束
Bundle_Of_Lockpicks, 开锁器束
Bundle_Of_Metal_Tips, 金属箭头束
Bundle_Of_Rags, 破布束
Bundle_Of_Safety_Pins, 别针束
Bundle_Of_Stone_Tips, 石质箭头束
Bundle_Rag_Stripes, 布条束
Bundle_Wooden_Plank, 木板束
Car_Battery, 汽车电瓶
CementBag, 水泥袋
Charcoal, 木炭
Coal_01, 煤炭(1)
CoalBag, 煤袋
ColorCan_AmberYellow, 喷漆(琥珀黄)
ColorCan_BaronBrown, 喷漆(男爵棕)
ColorCan_Black, 喷漆(黑色)
ColorCan_CherryRed, 喷漆(樱桃红)
ColorCan_ColdCyan, 喷漆(冷青)
ColorCan_ColdGrey, 喷漆(冷灰)
ColorCan_CottonCandy, 喷漆(棉花糖)
ColorCan_DarkBrown, 喷漆(深棕)
ColorCan_DarkGreen, 喷漆(深绿)
ColorCan_DarkGrey, 喷漆(深灰)
ColorCan_DarkUrban, 喷漆(暗都市)
ColorCan_DeepOrange, 喷漆(深橙)
ColorCan_EarthGreen, 喷漆(土绿)
ColorCan_EarthGrey, 喷漆(土灰)
ColorCan_EarthRed, 喷漆(土红)
ColorCan_EarthYellow, 喷漆(土黄)
ColorCan_FireEngineRed, 喷漆(消防红)
ColorCan_FlatBrown, 喷漆(哑光棕)
ColorCan_FlatGrey, 喷漆(哑光灰)
ColorCan_FlatWhite, 喷漆(哑光白)
ColorCan_ForestGreen, 喷漆(森林绿)
ColorCan_GalaxyBlue, 喷漆(银河蓝)
ColorCan_GalaxyGrey, 喷漆(银河灰)
ColorCan_HazyPurple, 喷漆(迷雾紫)
ColorCan_LightBrown, 喷漆(浅棕)
ColorCan_LightUrban, 喷漆(亮都市)
ColorCan_LimeGreen, 喷漆(柠檬绿)
ColorCan_NavyBlue, 喷漆(海军蓝)
ColorCan_NavyGrey, 喷漆(海军灰)
ColorCan_PoliceBlue, 喷漆(警用蓝)
ColorCan_RedChocolate, 喷漆(红巧克力)
ColorCan_SnowWhite, 喷漆(雪白)
ColorCan_VelvetBrown, 喷漆(丝绒棕)
ColorCan_WarmGrey, 喷漆(暖灰)
Copper_Coins, 铜币
Depleted_Uranium, 贫铀
Depleted_Uranium_Container, 贫铀容器
Feather, 羽毛
Gear, 齿轮
Glass, 玻璃
Glue, 胶水
Graphite, 石墨
GravelBag, 碎石袋
Gun_Powder, 火药
Human_Ears, 人耳
Human_guts, 人内脏
Human_Skin, 人皮
Human_Teeth, 人牙
Improvised_Shelter, 简易庇护所
Knife_Sheath, 刀鞘
Lead_Plate, 铅板
Leather_Sheet, 皮革片
LogShed_1, 原木棚(1)
LogShed_2, 原木棚(2)
Long_wooden_stick, 长木棍
MemoryModule_Level1, 内存模块(1级)
MemoryModule_Level2, 内存模块(2级)
MemoryModule_Level3, 内存模块(3级)
MemoryModule_Level4, 内存模块(4级)
Metal_Scrap_01, 金属废料(1)
Metal_Scrap_02, 金属废料(2)
Metal_Scrap_03, 金属废料(3)
Metal_Scrap_04, 金属废料(4)
Metal_Scrap_05, 金属废料(5)
Motorbike_Battery, 摩托车电池
Nails, 钉子
Nails_Package_Box, 钉子盒
Needle, 针
Oil_Filter, 机油滤清器
Paper, 纸
Parking_Sensor, 停车传感器
PenisWarmer_01, 阴茎保暖套(1)
PenisWarmer_02, 阴茎保暖套(2)
PenisWarmer_03, 阴茎保暖套(3)
Pine_Cone, 松果
Rag_Stripes, 布条
Rags, 破布
Rubber_band, 橡皮筋
Rubber_sheet, 橡胶片
Safety_pin, 别针
SandBag, 沙袋
Small_Animal_Fat, 小型动物脂肪
Small_Animal_guts, 小型动物内脏
Sodium_Hydroxide, 氢氧化钠
Spring, 弹簧
Stone, 石头
Stone_Large, 大石头
Stone_Small, 小石头
Tree_Bark, 树皮
Tree_Branches, 树枝
Wire, 金属丝
Wooden_Log_01, 原木(1)
Wooden_Log_02, 原木(2)
Wooden_Log_Small_01, 小原木(1)
Wooden_Log_Small_02, 小原木(2)
Wooden_Log_Small_03, 小原木(3)
Wooden_Plank, 木板
Wooden_Stick, 木棍
Wooden_Sticks_Bundle_Large, 大捆木棍
Wooden_Sticks_Bundle_Meduim, 中捆木棍

### 弹药/弹匣/配件 (Magazines & Attachments) ###
M1911_Rail, M1911导轨
M1_Bayonet, M1刺刀
M1_Clip, M1弹夹
M70_Bayonet, M70刺刀
Magazine_AK15, AK-15弹匣
Magazine_AK47, AK-47弹匣
Magazine_AKS_74U, AKS-74U弹匣
Magazine_AS_Val, AS Val弹匣
Magazine_AWM, AWM弹匣
Magazine_AWP, AWP弹匣
Magazine_Block21, Block21弹匣
Magazine_CarbonHunter, 碳纤维猎弓箭袋
Magazine_Clip_SKS, SKS弹夹
Magazine_DEagle_357, 沙漠之鹰(.357)弹匣
Magazine_DEagle_50, 沙漠之鹰(.50)弹匣
Magazine_HS9, HS9弹匣
Magazine_Hunter85_V2, 猎人85弹匣
Magazine_Krueger, Krueger弹匣
Magazine_M16, M16弹匣
Magazine_M1911, M1911弹匣
Magazine_M249, M249弹箱
Magazine_M82A1, M82A1弹匣
Magazine_M9, M9弹匣
Magazine_MAC10, MAC-10弹匣
Magazine_MP5, MP5弹匣
Magazine_RPK, RPK弹匣
Magazine_SCAR_DMR, SCAR-DMR弹匣
Magazine_SF19, SF19弹匣
Magazine_SVD_Dragunov, SVD弹匣
Magazine_TommyGun, 汤普森冲锋枪弹匣
Magazine_UMP45, UMP-45弹匣
Magazine_VHS2, VHS-2弹匣
MP5_Rail_Short, MP5短导轨
ScopeRail_AK47, AK系列导轨
Weapon_Cleaning_Kit, 武器清洁套件
WeaponFlashHider, 枪口消焰器
WeaponFlashlight_AS_Val, AS Val战术灯
WeaponFlashlight_DesertEagle, 沙漠之鹰战术灯
WeaponFlashlight_M9, M9战术灯
WeaponGhillie_Desert, 枪械吉利布(沙漠)
WeaponGhillie_Winter, 枪械吉利布(雪地)
WeaponGhillie_Woodland, 枪械吉利布(林地)
WeaponScope_ACOG_01, ACOG瞄准镜
WeaponScope_Dragunov, 德拉贡诺夫瞄准镜
WeaponScope_HuntingScope, 狩猎瞄准镜
WeaponScope_M82A1, M82A1瞄准镜
WeaponScope_M82A1_Black, M82A1瞄准镜(黑色)
WeaponScope_M82A1_Desert, M82A1瞄准镜(沙漠)
WeaponScope_M82A1_Snow, M82A1瞄准镜(雪地)
WeaponScope_POSP, POSP瞄准镜
WeaponScope_PU, PU瞄准镜
WeaponScope_Spektral_DR, Spektral DR瞄准镜
WeaponScope_Vampyr, Vampyr夜视瞄准镜
WeaponScope_ZF39, ZF39瞄准镜
WeaponSights_AimPRO, AimPRO红点瞄准镜
WeaponSights_Deagle_RedDot, 沙漠之鹰红点瞄准镜
WeaponSights_ImprovisedScope, 简易瞄准镜
WeaponSights_M16A4_FoldingSights, M16A4折叠瞄具
WeaponSights_M1_Experimental, M1实验型瞄具
WeaponSights_M1_ScopeAndSights, M1瞄准镜及瞄具
WeaponSights_MRO_Red_Dot, MRO红点瞄准镜
WeaponSights_OKP-7_Holographic, OKP-7全息瞄准镜
WeaponSights_RedDot_CA401B, CA401B红点瞄准镜
WeaponSights_Sentry_RDRS, 哨兵RDRS瞄准镜
WeaponSights_Shark, 鲨鱼红点瞄准镜
WeaponSights_Snake, 蛇纹红点瞄准镜
WeaponSights_V3_Holographic, V3全息瞄准镜
WeaponSights_Wasp, 黄蜂红点瞄准镜
WeaponSights_XPS300_Holographic, XPS300全息瞄准镜
WeaponSuppressor_12_Gauge, 12号霰弹枪消音器
WeaponSuppressor_308_Black, .308消音器(黑色)
WeaponSuppressor_30_06, .30-06消音器
WeaponSuppressor_338_Black, .338消音器(黑色)
WeaponSuppressor_338_Green, .338消音器(绿色)
WeaponSuppressor_338_Tan, .338消音器(沙色)
WeaponSuppressor_45ACP, .45 ACP消音器
WeaponSuppressor_5_45x39, 5.45x39mm消音器
WeaponSuppressor_AK15, AK-15消音器
WeaponSuppressor_Handgun, 手枪消音器
WeaponSuppressor_Hunter, 猎人步枪消音器
WeaponSuppressor_ImprovisedBottle_Grey, 简易塑料瓶消音器(灰色)
WeaponSuppressor_ImprovisedBottle_White, 简易塑料瓶消音器(白色)
WeaponSuppressor_ImprovisedCan_Grey, 简易易拉罐消音器(灰色)
WeaponSuppressor_ImprovisedCan_Red, 简易易拉罐消音器(红色)
WeaponSuppressor_ImprovisedOilCan_01, 简易机油罐消音器(1)
WeaponSuppressor_Kar98k, Kar98k消音器
WeaponSuppressor_M1, M1加兰德消音器
WeaponSuppressor_M1891, M1891消音器
WeaponSuppressor_M82A1, M82A1消音器
WeaponSuppressor_M82A1_Black, M82A1消音器(黑色)
WeaponSuppressor_M82A1_Desert, M82A1消音器(沙漠)
WeaponSuppressor_M82A1_Snow, M82A1消音器(雪地)
WeaponSuppressor_MAC10, MAC-10消音器
WeaponSuppressor_MK18, MK18消音器
WeaponSuppressor_MP5, MP5消音器
WeaponSuppressor_SVD, SVD消音器

### 载具部件 (Vehicle Parts) ###
Bicycle_Wheel_54_622_Item, 自行车轮(54-622)
Bicycle_Wheel_60_622_Item, 自行车轮(60-622)
Big_Vehicle_StorageRack, 大型载具储物架
Brake_Oil, 刹车油
Cruiser_Brakelight_Item, 巡航摩托刹车灯
Cruiser_Fender_Front_Item, 巡航摩托前挡泥板
Cruiser_Fender_Rear_Item, 巡航摩托后挡泥板
Cruiser_Headlight_Item, 巡航摩托前大灯
Cruiser_Seat_Front_Item, 巡航摩托前座
Cruiser_Seat_Rear_Item, 巡航摩托后座
Cruiser_Wheel_155_66_R17, 巡航摩托轮(155/66 R17)
Cruiser_Wheel_188_53_R17, 巡航摩托轮(188/53 R17)
Cruiser_Wind_Deflector_Item, 巡航摩托风挡
Dinghy_Item, 小艇
Dirtbike_Body_Hellrider_Item, 越野摩托车身(地狱骑士)
Dirtbike_Body_Item, 越野摩托车身
Dirtbike_Brakelight_Item, 越野摩托刹车灯
Dirtbike_Fender_Item, 越野摩托挡泥板
Dirtbike_Front_Shield_Item, 越野摩托前护板
Dirtbike_Front_Wheel_Cover_Item, 越野摩托前轮罩
Dirtbike_Headlight_Item, 越野摩托前大灯
Dirtbike_Hellrider_Skull_Item, 越野摩托骷髅装饰(地狱骑士)
Dirtbike_Wheel_110_80_R19_Item, 越野摩托轮(110/80 R19)
Dirtbike_Wheel_90_90_R21_Item, 越野摩托轮(90/90 R21)
GasTank, 油箱
Gasoline_Canister, 汽油罐
Gasoline_Canister_Small, 小汽油罐
Improvised_Motorcycle_Wheel, 简易摩托轮
Improvised_Wheel, 简易车轮
Laika_Body_ArmorHeavy_Left, 莱卡重型左车身装甲
Laika_Body_ArmorHeavy_Right, 莱卡重型右车身装甲
Laika_Body_ArmorHeavy_Top_Item, 莱卡重型顶部装甲
Laika_Body_ArmorLight_Left, 莱卡轻型左车身装甲
Laika_Body_ArmorLight_Right, 莱卡轻型右车身装甲
Laika_Body_ArmorLight_Top, 莱卡轻型顶部装甲
Laika_Body_Front, 莱卡前车身
Laika_Body_Left, 莱卡左车身
Laika_Body_Right, 莱卡右车身
Laika_Body_Top, 莱卡顶车身
Laika_Bumper_Armor_Back_Item, 莱卡后保险杠装甲
Laika_Bumper_Back_Item, 莱卡后保险杠
Laika_Bumper_Front_Item, 莱卡前保险杠
Laika_Door_ArmorHeavy_FrontLeft_Item, 莱卡重型左前门装甲
Laika_Door_ArmorHeavy_FrontRight_Item, 莱卡重型右前门装甲
Laika_Door_ArmorLight_FrontLeft_Item, 莱卡轻型左前门装甲
Laika_Door_ArmorLight_FrontRight_Item, 莱卡轻型右前门装甲
Laika_Door_Left_Item, 莱卡左门
Laika_Door_Right_Item, 莱卡右门
Laika_DoorHood_Item, 莱卡引擎盖
Laika_DoorTrunk_ArmorHeavy_Item, 莱卡重型后备箱装甲
Laika_DoorTrunk_ArmorLight_Item, 莱卡轻型后备箱装甲
Laika_DoorTrunk_Item, 莱卡后备箱
Laika_Engine_Alternator_Item, 莱卡发电机
Laika_Lights_FrontLeft, 莱卡左前灯
Laika_Lights_FrontRight, 莱卡右前灯
Laika_Lights_RearLeft, 莱卡左尾灯
Laika_Lights_RearRight, 莱卡右尾灯
Laika_Seat_FrontLeft_Item, 莱卡左前座
Laika_Seat_FrontRight_Item, 莱卡右前座
Medium_Vehicle_StorageRack, 中型载具储物架
Rager_Body_ArmorHeavy_Back_Item, 突击越野车重型后装甲
Rager_Body_ArmorHeavy_Left_Item, 突击越野车重型左装甲
Rager_Body_ArmorHeavy_Right_Item, 突击越野车重型右装甲
Rager_Body_ArmorHeavy_Top_Item, 突击越野车重型顶装甲
Rager_Body_ArmorLight_Back_Item, 突击越野车轻型后装甲
Rager_Body_ArmorLight_Left_Item, 突击越野车轻型左装甲
Rager_Body_ArmorLight_Right_Item, 突击越野车轻型右装甲
Rager_Body_ArmorLight_Top_Item, 突击越野车轻型顶装甲
Rager_Body_Front, 突击越野车前车身
Rager_Body_Left, 突击越野车左车身
Rager_Body_Right, 突击越野车右车身
Rager_Body_Top, 突击越野车顶车身
Rager_Bumper_Back_Item, 突击越野车后保险杠
Rager_Bumper_Front_Item, 突击越野车前保险杠
Rager_Door_ArmorHeavy_BackLeft_Item, 突击越野车重型左后门装甲
Rager_Door_ArmorHeavy_BackRight_Item, 突击越野车重型右后门装甲
Rager_Door_ArmorHeavy_FrontLeft_Item, 突击越野车重型左前门装甲
Rager_Door_ArmorHeavy_FrontRight_Item, 突击越野车重型右前门装甲
Rager_Door_ArmorLight_BackLeft_Item, 突击越野车轻型左后门装甲
Rager_Door_ArmorLight_BackRight_Item, 突击越野车轻型右后门装甲
Rager_Door_ArmorLight_FrontLeft_Item, 突击越野车轻型左前门装甲
Rager_Door_ArmorLight_FrontRight_Item, 突击越野车轻型右前门装甲
Rager_Door_BackLeft_Item, 突击越野车左后门
Rager_Door_BackRight_Item, 突击越野车右后门
Rager_Door_FrontLeft_Item, 突击越野车左前门
Rager_Door_FrontRight_Item, 突击越野车右前门
Rager_DoorHood_Item, 突击越野车引擎盖
Rager_DoorTrunk_ArmorHeavy_Item, 突击越野车重型后备箱装甲
Rager_DoorTrunk_ArmorLight_Item, 突击越野车轻型后备箱装甲
Rager_DoorTrunk_Item, 突击越野车后备箱
Rager_Engine_Alternator_Item, 突击越野车发电机
Rager_Lights_FrontLeft, 突击越野车左前灯
Rager_Lights_FrontRight, 突击越野车右前灯
Rager_Lights_RearLeft, 突击越野车左尾灯
Rager_Lights_RearRight, 突击越野车右尾灯
Rager_Lights_RearTop, 突击越野车顶尾灯
Rager_Seat_FrontLeft_Item, 突击越野车左前座
Rager_Seat_FrontRight_Item, 突击越野车右前座
Rager_Wheel_ArmorHeavy_FrontLeft_Item, 突击越野车重型左前轮装甲
Rager_Wheel_ArmorHeavy_FrontRight_Item, 突击越野车重型右前轮装甲
Rager_Wheel_ArmorLight_FrontLeft_Item, 突击越野车轻型左前轮装甲
Rager_Wheel_ArmorLight_FrontRight_Item, 突击越野车轻型右前轮装甲
RIS_Armor_Military_Front_Item, RIS军用前装甲
RIS_Bars_Civilian_Back_Item, RIS民用后杠
RIS_Bars_Civilian_Front_Item, RIS民用前杠
RIS_Body_Civilian_Item, RIS民用车身
RIS_Body_Military_Item, RIS军用车身
RIS_BrakeLight_Center_Item, RIS中央刹车灯
RIS_BrakeLight_Left_Item, RIS左刹车灯
RIS_BrakeLight_Right_Item, RIS右刹车灯
RIS_Hand_Guards_Civilian_Item, RIS民用护手
RIS_Headlight_Left_Item, RIS左前大灯
RIS_Headlight_Right_Item, RIS右前大灯
RIS_Light_Shades_Civilian_Item, RIS民用灯罩
RIS_Plow_Civilian, RIS民用铲
RIS_Spikes_Military, RIS军用尖刺
RIS_Wheel_Armor_Item, RIS轮毂装甲
SidecarBike_Brakelight_Item, 边三轮刹车灯
SidecarBike_Fender_Front_Item, 边三轮前挡泥板
SidecarBike_Fender_Rear_Item, 边三轮后挡泥板
SidecarBike_Fender_Sidecar_Item, 边三轮边车挡泥板
SidecarBike_Headlight_Item, 边三轮前大灯
SidecarBike_Seat_Back_Item, 边三轮后座
SidecarBike_Seat_Front_Item, 边三轮前座
SidecarBike_Sidecar_Brakelight_Item, 边三轮边车刹车灯
SidecarBike_Sidecar_Headlight_Item, 边三轮边车前灯
SidecarBike_Sidecar_WeaponStation_Item, 边三轮边车武器站
SidecarBike_Wheel_4x16_Item, 边三轮轮(4x16)
Small_Vehicle_StorageRack, 小型载具储物架
Tractor_Body_Left_ArmorHeavy_Item, 拖拉机重型左车身装甲
Tractor_Body_Left_Brakelight_Item, 拖拉机左刹车灯
Tractor_Body_Left_Item, 拖拉机左车身
Tractor_Body_Right_ArmorHeavy_Item, 拖拉机重型右车身装甲
Tractor_Body_Right_Brakelight_Item, 拖拉机右刹车灯
Tractor_Body_Right_Item, 拖拉机右车身
Tractor_Body_Top_ArmorHeavy_Back_Item, 拖拉机重型后顶装甲
Tractor_Body_Top_ArmorHeavy_Front_Item, 拖拉机重型前顶装甲
Tractor_Body_Top_ArmorHeavy_Left_Item, 拖拉机重型左顶装甲
Tractor_Body_Top_ArmorHeavy_Right_Item, 拖拉机重型右顶装甲
Tractor_Body_Top_Door_Left_Item, 拖拉机左顶门
Tractor_Body_Top_Door_Right_Item, 拖拉机右顶门
Tractor_Door_Hood_Headlight_Left_Item, 拖拉机左前大灯罩
Tractor_Door_Hood_Headlight_Right_Item, 拖拉机右前大灯罩
Tractor_Door_Hood_Item, 拖拉机引擎盖
Tractor_Door_Left_ArmorHeavy_Item, 拖拉机重型左门装甲
Tractor_Door_Right_ArmorHeavy_Item, 拖拉机重型右门装甲
Tractor_Engine_Alternator_Item, 拖拉机发电机
Tractor_Seat_Driver_Item, 拖拉机驾驶座
Tractor_WheelArmorHeavy_Front_Item, 拖拉机重型前轮装甲
Wheel_155_R65_Item, 轮(155 R65)
Wheel_205_80_R12_Item, 轮(205/80 R12)
Wheel_255_55_R16_Item, 轮(255/55 R16)
Wheel_265_60_R18_Item, 轮(265/60 R18)
Wheel_6x16_Item, 轮(6x16)
WW_Body_ArmorHeavy_Top_Item, WW重型顶部装甲
WW_Body_Back, WW后车身
WW_Body_Front, WW前车身
WW_Body_Left, WW左车身
WW_Body_Right, WW右车身
WW_Body_Top, WW顶车身
WW_Bumper_Armor_Back_Item, WW后保险杠装甲
WW_Bumper_Back_Item, WW后保险杠
WW_Bumper_Front_Item, WW前保险杠
WW_Door_ArmorHeavy_BackLeft_Item, WW重型左后门装甲
WW_Door_ArmorHeavy_BackRight_Item, WW重型右后门装甲
WW_Door_ArmorHeavy_FrontLeft_Item, WW重型左前门装甲
WW_Door_ArmorHeavy_FrontRight_Item, WW重型右前门装甲
WW_Door_ArmorLight_BackLeft_Item, WW轻型左后门装甲
WW_Door_ArmorLight_BackRight_Item, WW轻型右后门装甲
WW_Door_ArmorLight_FrontLeft_Item, WW轻型左前门装甲
WW_Door_ArmorLight_FrontRight_Item, WW轻型右前门装甲
WW_Door_BackLeft_Item, WW左后门
WW_Door_BackRight_Item, WW右后门
WW_Door_FrontLeft_Item, WW左前门
WW_Door_FrontRight_Item, WW右前门
WW_DoorHood_Item, WW引擎盖
WW_DoorTrunk_ArmorHeavy_Item, WW重型后备箱装甲
WW_DoorTrunk_ArmorLight_Item, WW轻型后备箱装甲
WW_DoorTrunk_Item, WW后备箱
WW_Engine_Alternator_Item, WW发电机
WW_Lights_FrontLeft, WW左前灯
WW_Lights_FrontRight, WW右前灯
WW_Lights_RearLeft, WW左尾灯
WW_Lights_RearRight, WW右尾灯
WW_Seat_BackLeft_Item, WW左后座
WW_Seat_BackRight_Item, WW右后座
WW_Seat_FrontLeft_Item, WW左前座
WW_Seat_FrontRight_Item, WW右前座
WW_Wheel_ArmorLight_FrontLeft_Item, WW轻型左前轮装甲
WW_Wheel_ArmorLight_FrontRight_Item, WW轻型右前轮装甲

### 武器部件/套件 (Weapon Parts/Kits) ###
Weapon_Parts_590A11, 590A1部件
Weapon_Parts_AK15, AK-15部件
Weapon_Parts_AK47, AK-47部件
Weapon_Parts_AKM, AKM部件
Weapon_Parts_AKS_74U, AKS-74U部件
Weapon_Parts_AS_Val, AS Val部件
Weapon_Parts_AWM, AWM部件
Weapon_Parts_AWP, AWP部件
Weapon_Parts_Block21, Block21部件
Weapon_Parts_Carbon_Hunter, 碳纤维猎弓部件
Weapon_Parts_Deagle_357, 沙漠之鹰(.357)部件
Weapon_Parts_Deagle_50, 沙漠之鹰(.50)部件
Weapon_Parts_DT11b, DT-11B部件
Weapon_Parts_FlareGun, 信号枪部件
Weapon_Parts_HS9, HS9部件
Weapon_Parts_Hunter85, 猎人85部件
Weapon_Parts_Impro_Pistol, 简易手枪部件
Weapon_Parts_Impro_rifle, 简易步枪部件
Weapon_Parts_ImprovisedGrenadeLauncher, 简易榴弹发射器部件
Weapon_Parts_Judge44, 法官44部件
Weapon_Parts_Kar98k, Kar98k部件
Weapon_Parts_Krueger, Krueger部件
Weapon_Parts_M16A4, M16A4部件
Weapon_Parts_M1887, M1887部件
Weapon_Parts_M1911, M1911部件
Weapon_Parts_M1_Garand, M1加兰德部件
Weapon_Parts_M249, M249部件
Weapon_Parts_M82A1, M82A1部件
Weapon_Parts_M9, M9部件
Weapon_Parts_MAC10, MAC-10部件
Weapon_Parts_MK18, MK18部件
Weapon_Parts_MosinNagant, 莫辛-纳甘部件
Weapon_Parts_MP5, MP5部件
Weapon_Parts_Peacekeeper38, 和平守护者38部件
Weapon_Parts_RPG, RPG-7部件
Weapon_Parts_RPK-74, RPK-74部件
Weapon_Parts_SCAR_DMR, SCAR-DMR部件
Weapon_Parts_SCAR_L, SCAR-L部件
Weapon_Parts_SDASS, SDASS部件
Weapon_Parts_Serpent357, 毒蛇357部件
Weapon_Parts_SF19, SF19部件
Weapon_Parts_SKS, SKS部件
Weapon_Parts_SVD, SVD部件
Weapon_Parts_TommyGun, 汤普森冲锋枪部件
Weapon_Parts_Trench_Gun, 堑壕霰弹枪部件
Weapon_Parts_UMP, UMP-45部件
Weapon_Parts_VHS, VHS-2部件
Weapon_Parts_VHSBG, VHS-BG部件
Weapon_Parts_Viper_M357, 蝰蛇M357部件
Weapon_Parts_VSS_VZ, VSS VZ部件
